SUBSTANCECOMPONENT_ID,SUB_COM_ID,SUB_ID,COM_ID,TRX_ID,SUB_NAME,SUB_ECSUBINVENTENTRYREF,SUB_CASNUMBER,SUB_DESCRIPTION,SUBPARAM_ID,SUBPARAM_CODE,SUBPARAMNAME,SUB_TYPE,QUALIFIER_ID,QUALIFIER_CODE,QUALIFIER,COMP_VALUE,COM_NAME,COM_ECSUBINVENTENTRYREF,COM_CASNUMBER,IUPACNAME,COMPARAM_ID,COMPARAM_CODE,COMPARAMNAME,MOLECULARFORMULA,SMILESNOTATION,INCHI,COM_TYPE,COM_STRUCTURESHOWN,SMILESNOTATIONSOURCE,INCHI_NOTATIONSOURCE
376127,5708,4432,6577,40611,Diquat,220-433-0,2764-72-9,,11382,RF-0148-001-PPP,Diquat,single chemical entity,7,QU07A,as such,,Diquat,220-433-0,2764-72-9,"6,7-dihydrodipyrido[1,2-a:2',1'-c]pyrazinediium",11382,RF-0148-001-PPP,Diquat,C12H12Br2N2,[N+]1(C=CC=C2)=C2C3=[N+](C=CC=C3)CC1.[Br-].[Br-],"InChI=1/C12H12N2.2BrH/c1-3-7-13-9-10-14-8-4-2-6-12(14)11(13)5-1;;/h1-8H,9-10H2;2*1H/q+2;;/p-2/fC12H12N2.2Br/h;2*1h/qm;2*-1",organic,,,
376128,5709,4433,6578,40611,Diquat dibromide,201-579-4,85-00-7,,19125,RF-00004536-PAR,Diquat dibromide,single chemical entity,7,QU07A,as such,,Diquat dibromide,201-579-4,85-00-7,"9,10-dihydro-8a,10a-diazoniaphenanthrene dibromide",19125,RF-00004536-PAR,Diquat dibromide,C3H4Cl2,[Br-].[Br-].c2cccc3c1[n+](cccc1)CC[n+]23,"InChI=1S/C12H12N2.2BrH/c1-3-7-13-9-10-14-8-4-2-6-12(14)11(13)5-1;;/h1-8H,9-10H2;2*1H/q+2;;/p-2",organic,,,
376129,5710,4434,6578,40611,Diquat formulation (Diquat 20% SL),,,It is a soluble concentrates (SL) containing 200 g/L diquat dibromide,25236,RF-00010614-PAR,Diquat formulation (Diquat 20% SL),mixture or formulation,10,QU10A,active ingredient,,Diquat dibromide,201-579-4,85-00-7,"9,10-dihydro-8a,10a-diazoniaphenanthrene dibromide",19125,RF-00004536-PAR,Diquat dibromide,C3H4Cl2,[Br-].[Br-].c2cccc3c1[n+](cccc1)CC[n+]23,"InChI=1S/C12H12N2.2BrH/c1-3-7-13-9-10-14-8-4-2-6-12(14)11(13)5-1;;/h1-8H,9-10H2;2*1H/q+2;;/p-2",organic,,,
376131,5711,4435,6579,40611,Glycidamide,227-163-2,5694-00-8,,22670,RF-00008050-PAR,Glycidamide,single chemical entity,7,QU07A,as such,,Glycidamide,227-163-2,5694-00-8,oxirane-2-carboxamide,22670,RF-00008050-PAR,Glycidamide,C3H5NO2,C1C(O1)C(=O)N,"InChI=1S/C3H5NO2/c4-3(5)2-1-6-2/h2H,1H2,(H2,4,5)",organic,,,
376130,5712,4435,228,40611,Glycidamide,227-163-2,5694-00-8,,22670,RF-00008050-PAR,Glycidamide,single chemical entity,17,QU17A,metabolite,,Acrylamide,201-173-7,79-06-1,prop-2-enamide,11997,RF-00000410-ORG,Acrylamide,C3H5NO,C=CC(=O)N,"InChI=1S/C3H5NO/c1-2-3(4)5/h2H,1H2,(H2,4,5)",organic,,,
376134,5714,4437,6581,40611,Titanium dioxide reacted with octyltriethoxysilane,,,,24203,RF-00009582-PAR,Titanium dioxide reacted with octyltriethoxysilane,single chemical entity,7,QU07A,as such,,Titanium dioxide reacted with octyltriethoxysilane,,,,24203,RF-00009582-PAR,Titanium dioxide reacted with octyltriethoxysilane,,,,organic,,,
376133,5715,4437,685,40611,Titanium dioxide reacted with octyltriethoxysilane,,,,24203,RF-00009582-PAR,Titanium dioxide reacted with octyltriethoxysilane,single chemical entity,14,QU14A,part of,,Titanium dioxide,236-675-5,13463-67-7,dioxotitanium,14465,RF-00000335-ADD,Titanium dioxide,O2Ti,O=[Ti]=O,InChI=1S/2O.Ti,inorganic,,,
376135,5716,4437,6582,40611,Titanium dioxide reacted with octyltriethoxysilane,,,,24203,RF-00009582-PAR,Titanium dioxide reacted with octyltriethoxysilane,single chemical entity,14,QU14A,part of,,Octyltriethoxysilan,220-941-2,2943-75-1,triethoxy(octyl)silane,22563,RF-00007943-PAR,Octyltriethoxysilan,C14H32O3Si,CCCCCCCC[Si](OCC)(OCC)OCC,"InChI=1S/C14H32O3Si/c1-5-9-10-11-12-13-14-18(15-6-2,16-7-3)17-8-4/h5-14H2,1-4H3",organic,,,
372084,5717,772,6583,40611,Steviol glycosides,,,"Steviol glycosides used as a sweetener are extracted from the leaves of the plant Stevia rebaudiana Bertoni of the family Asteraceae (Compositae), native to Paraguay. The major steviol glycosides found in the stevia plant tissue are stevioside, rebaudioside A, rebaudioside C, dulcoside A, rubusoside, steviolbioside and rebaudioside B. The composition should be not less than 95 % stevioside, rebaudiosides A, B, C, D, E and F, steviolbioside, rubusoside and dulcoside on the dried basis, and the final product should consist mainly (at least 75 %) of stevioside and/or rebaudioside A.",24865,RF-00010243-PAR,Steviol glycosides,complex product: derived from botanical sources,14,QU14A,part of,,Rebaudioside B,,58543-17-2,"(5xi,8alpha,9xi,10alpha,13alpha)-13-{[beta-L-glucopyranosyl-(1- greater than 2)-[beta-L-glucopyranosyl-(1- greater than 3)]-beta-L-glucopyranosyl]oxy}kaur-16-en-18-oic acid",14229,RF-00000007-ADD,Rebaudioside B,C38H60O18,[C@@H]2([C@H](O[C@@H]1[C@H]([C@H](O)[C@H]([C@@H](O1)CO)O)O)[C@H]([C@H](CO)O[C@@H]2O[C@]35C(C[C@@]4(C3)CCC6[C@](C4CC5)(CCC[C@]6(C(=O)O)C)C)=C)O)O[C@@H]7[C@H]([C@H](O)[C@H]([C@@H](O7)CO)O)O,"InChI=1S/C38H60O18/c1-16-11-37-9-5-20-35(2,7-4-8-36(20,3)34(49)50)21(37)6-10-38(16,15-37)56-33-30(55-32-28(48)26(46)23(43)18(13-40)52-32)29(24(44)19(14-41)53-33)54-31-27(47)25(45)22(42)17(12-39)51-31/h17-33,39-48H,1,4-15H2,2-3H3,(H,49,50)/t17-,18-,19-,20?,21?,22-,23-,24-,25+,26+,27-,28-,29+,30-,31+,32+,33+,35+,36+,37+,38-/m0/s1",organic,,,
372085,5718,772,6584,40611,Steviol glycosides,,,"Steviol glycosides used as a sweetener are extracted from the leaves of the plant Stevia rebaudiana Bertoni of the family Asteraceae (Compositae), native to Paraguay. The major steviol glycosides found in the stevia plant tissue are stevioside, rebaudioside A, rebaudioside C, dulcoside A, rubusoside, steviolbioside and rebaudioside B. The composition should be not less than 95 % stevioside, rebaudiosides A, B, C, D, E and F, steviolbioside, rubusoside and dulcoside on the dried basis, and the final product should consist mainly (at least 75 %) of stevioside and/or rebaudioside A.",24865,RF-00010243-PAR,Steviol glycosides,complex product: derived from botanical sources,14,QU14A,part of,,Rebaudioside C,,63550-99-2,"1-O-[(5xi,8alpha,9xi,10alpha,13alpha)-13-{[6-deoxy-alpha-D-mannopyranosyl-(1- greater than 2)-[beta-D-glucopyranosyl-(1- greater than 3)]-beta-D-glucopyranosyl]oxy}-18-oxokaur-16-en-18-yl]-D-glucopyranose",14230,RF-00000008-ADD,Rebaudioside C,C44H70O22,[C@H]8(C)O[C@H](O[C@H]1[C@@H](O[C@H](CO)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)O[C@]56CCC4[C@]3(C)CCC[C@](C)(C3CC[C@@]4(CC5=C)C6)C(=O)OC7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@@H](O)[C@@H](O)[C@@H]8O,"InChI=1S/C44H70O22/c1-17-12-43-10-6-22-41(3,8-5-9-42(22,4)40(58)65-38-33(57)30(54)26(50)20(14-46)61-38)23(43)7-11-44(17,16-43)66-39-35(64-36-31(55)28(52)24(48)18(2)59-36)34(27(51)21(15-47)62-39)63-37-32(56)29(53)25(49)19(13-45)60-37/h18-39,45-57H,1,5-16H2,2-4H3/t18-,19-,20-,21-,22?,23?,24-,25-,26-,27-,28+,29+,30+,31+,32-,33-,34+,35-,36-,37+,38?,39+,41-,42-,43-,44+/m1/s1",organic,,,
372086,5719,772,6585,40611,Steviol glycosides,,,"Steviol glycosides used as a sweetener are extracted from the leaves of the plant Stevia rebaudiana Bertoni of the family Asteraceae (Compositae), native to Paraguay. The major steviol glycosides found in the stevia plant tissue are stevioside, rebaudioside A, rebaudioside C, dulcoside A, rubusoside, steviolbioside and rebaudioside B. The composition should be not less than 95 % stevioside, rebaudiosides A, B, C, D, E and F, steviolbioside, rubusoside and dulcoside on the dried basis, and the final product should consist mainly (at least 75 %) of stevioside and/or rebaudioside A.",24865,RF-00010243-PAR,Steviol glycosides,complex product: derived from botanical sources,14,QU14A,part of,,Rebaudioside D,,63279-13-0,"2-O-beta-D-glucopyranosyl-1-O-[(5beta,8alpha,9beta,10alpha,13alpha)-13-{[beta-D-glucopyranosyl-(1- greater than 2)-[beta-D-glucopyranosyl-(1- greater than 3)]-beta-D-glucopyranosyl]oxy}-18-oxokaur-16-en-18-yl]-beta-D-glucopyranose",14231,RF-00000009-ADD,Rebaudioside D,C50 H80 O28,C=C1[C@@]2(O[C@@]3(O[C@]([C@@](O)([C@](O[C@@]4(O[C@]([C@@](O)([C@](O)([C@]4(O)[H])[H])[H])([H])CO)[H])([C@]3(O[C@@]3(O[C@]([C@@](O)([C@](O)([C@]3(O)[H])[H])[H])([H])CO)[H])[H])[H])[H])([H])CO)[H])C[C@]3([C@@]([C@]4([C@]([C@](C(O[C@@]5(O[C@]([C@@](O)([C@](,"InChI=1S/C50H80O28/c1-18-11-49-9-5-24-47(2,7-4-8-48(24,3)46(68)77-44-39(34(64)29(59)22(15-54)72-44)75-42-36(66)32(62)27(57)20(13-52)70-42)25(49)6-10-50(18,17-49)78-45-40(76-43-37(67)33(63)28(58)21(14-53)71-43)38(30(60)23(16-55)73-45)74-41-35(65)31(61)26(56)19(12-51)69-41/h19-45,51-67H,1,4-17H2,2-3H3/t19-,20-,21-,22-,23-,24+,25+,26-,27-,28-,29-,30-,31+,32+,33+,34+,35-,36-,37-,38+,39-,40-,41+,42+,43+,44+,45+,47-,48-,49-,50+/m1/s1",organic,,,
372087,5720,772,6586,40611,Steviol glycosides,,,"Steviol glycosides used as a sweetener are extracted from the leaves of the plant Stevia rebaudiana Bertoni of the family Asteraceae (Compositae), native to Paraguay. The major steviol glycosides found in the stevia plant tissue are stevioside, rebaudioside A, rebaudioside C, dulcoside A, rubusoside, steviolbioside and rebaudioside B. The composition should be not less than 95 % stevioside, rebaudiosides A, B, C, D, E and F, steviolbioside, rubusoside and dulcoside on the dried basis, and the final product should consist mainly (at least 75 %) of stevioside and/or rebaudioside A.",24865,RF-00010243-PAR,Steviol glycosides,complex product: derived from botanical sources,14,QU14A,part of,,Rebaudioside E,,63279-14-1,"2-O-beta-D-glucopyranosyl-1-O-{(5beta,8alpha,9beta,10alpha,13alpha)-13-[(2-O-beta-D-glucopyranosyl-beta-D-glucopyranosyl)oxy]-19-oxokaur-16-en-19-yl}-beta-D-glucopyranose",14232,RF-00000010-ADD,Rebaudioside E,C44 H70 O23,C=C1[C@@]2(O[C@@]3(O[C@]([C@@](O)([C@](O)([C@]3(O[C@@]3(O[C@]([C@@](O)([C@](O)([C@]3(O)[H])[H])[H])([H])CO)[H])[H])[H])[H])([H])CO)[H])C[C@]3([C@@]([C@]4([C@]([C@](C(O[C@@]5(O[C@]([C@@](O)([C@](O)([C@]5(O[C@@]5(O[C@]([C@@](O)([C@](O)([C@]5(O)[H])[H])[H])(,"InChI=1S/C44H70O23/c1-17-11-43-9-5-22-41(2,7-4-8-42(22,3)40(59)66-38-34(30(55)26(51)20(14-47)62-38)64-36-32(57)28(53)24(49)18(12-45)60-36)23(43)6-10-44(17,16-43)67-39-35(31(56)27(52)21(15-48)63-39)65-37-33(58)29(54)25(50)19(13-46)61-37/h18-39,45-58H,1,4-16H2,2-3H3/t18-,19-,20-,21-,22+,23+,24-,25-,26-,27-,28+,29+,30+,31+,32-,33-,34-,35-,36+,37+,38+,39+,41-,42-,43-,44+/m1/s1",organic,,,
372088,5721,772,6587,40611,Steviol glycosides,,,"Steviol glycosides used as a sweetener are extracted from the leaves of the plant Stevia rebaudiana Bertoni of the family Asteraceae (Compositae), native to Paraguay. The major steviol glycosides found in the stevia plant tissue are stevioside, rebaudioside A, rebaudioside C, dulcoside A, rubusoside, steviolbioside and rebaudioside B. The composition should be not less than 95 % stevioside, rebaudiosides A, B, C, D, E and F, steviolbioside, rubusoside and dulcoside on the dried basis, and the final product should consist mainly (at least 75 %) of stevioside and/or rebaudioside A.",24865,RF-00010243-PAR,Steviol glycosides,complex product: derived from botanical sources,14,QU14A,part of,,Rebaudioside F,,438045-89-7,1-O-(13-{[hexopyranosyl-(1- greater than 3)-[pentopyranosyl-(1- greater than 2)]hexopyranosyl]oxy}-18-oxokaur-16-en-18-yl)hexopyranose,14233,RF-00000011-ADD,Rebaudioside F,C43H68O22,C=C1C[C@]23CCC4C(C)(CCC[C@@]4(C)C(=O)O[C@H]4[C@@H]([C@H]([C@@H]([C@@H](CO)O4)O)O)O)C3CC[C@@]1(C2)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O,"InChI=1S/C43H68O22/c1-17-11-42-9-5-22-40(2,7-4-8-41(22,3)39(57)64-37-32(56)29(53)26(50)20(13-45)60-37)23(42)6-10-43(17,16-42)65-38-34(63-35-30(54)24(48)18(47)15-58-35)33(27(51)21(14-46)61-38)62-36-31(55)28(52)25(49)19(12-44)59-36/h18-38,44-56H,1,4-16H2,2-3H3/t18-,19-,20-,21-,22?,23?,24+,25-,26-,27-,28+,29+,30-,31-,32-,33+,34-,35+,36+,37+,38+,40?,41-,42-,43+/m1/s1",organic,,,
372089,5722,772,6588,40611,Steviol glycosides,,,"Steviol glycosides used as a sweetener are extracted from the leaves of the plant Stevia rebaudiana Bertoni of the family Asteraceae (Compositae), native to Paraguay. The major steviol glycosides found in the stevia plant tissue are stevioside, rebaudioside A, rebaudioside C, dulcoside A, rubusoside, steviolbioside and rebaudioside B. The composition should be not less than 95 % stevioside, rebaudiosides A, B, C, D, E and F, steviolbioside, rubusoside and dulcoside on the dried basis, and the final product should consist mainly (at least 75 %) of stevioside and/or rebaudioside A.",24865,RF-00010243-PAR,Steviol glycosides,complex product: derived from botanical sources,14,QU14A,part of,,Rebaudioside M,,1220616-44-3,"beta-D-Glucopyranosyl-(1->2)-[beta-D-glucopyranosyl-(1->3)]-1-O-[(5beta,8alpha,9beta,10alpha,13alpha)-13-{[beta-D-glucopyranosyl-(1->;2)-[beta-D-glucopyranosyl-(1->3)]-beta-D-glucopyranosyl]oxy}-1",24498,RF-00009877-PAR,Rebaudioside M,C56H90O33,C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)(C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,"InChI=1S/C56H90O33/c1-19-11-55-9-5-26-53(2,7-4-8-54(26,3)52(77)88-50-44(86-48-40(75)36(71)30(65)22(14-59)80-48)42(32(67)24(16-61)82-50)84-46-38(73)34(69)28(63)20(12-57)78-46)27(55)6-10-56(19,18-55)89-51-45(87-49-41(76)37(7",organic,,,
372082,5723,772,6302,40611,Steviol glycosides,,,"Steviol glycosides used as a sweetener are extracted from the leaves of the plant Stevia rebaudiana Bertoni of the family Asteraceae (Compositae), native to Paraguay. The major steviol glycosides found in the stevia plant tissue are stevioside, rebaudioside A, rebaudioside C, dulcoside A, rubusoside, steviolbioside and rebaudioside B. The composition should be not less than 95 % stevioside, rebaudiosides A, B, C, D, E and F, steviolbioside, rubusoside and dulcoside on the dried basis, and the final product should consist mainly (at least 75 %) of stevioside and/or rebaudioside A.",24865,RF-00010243-PAR,Steviol glycosides,complex product: derived from botanical sources,14,QU14A,part of,,Steviol,,471-80-7,,14235,RF-00000015-ADD,Steviol,C20H30O3,C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O)(C)C(=O)O,"InChI=1S/C20H30O3/c1-13-11-19-9-5-14-17(2,7-4-8-18(14,3)16(21)22)15(19)6-10-20(13,23)12-19/h14-15,23H,1,4-12H2,2-3H3,(H,21,22)/t14-,15-,17+,18+,19+,20-/m0/s1",organic,,,
372090,5724,772,6589,40611,Steviol glycosides,,,"Steviol glycosides used as a sweetener are extracted from the leaves of the plant Stevia rebaudiana Bertoni of the family Asteraceae (Compositae), native to Paraguay. The major steviol glycosides found in the stevia plant tissue are stevioside, rebaudioside A, rebaudioside C, dulcoside A, rubusoside, steviolbioside and rebaudioside B. The composition should be not less than 95 % stevioside, rebaudiosides A, B, C, D, E and F, steviolbioside, rubusoside and dulcoside on the dried basis, and the final product should consist mainly (at least 75 %) of stevioside and/or rebaudioside A.",24865,RF-00010243-PAR,Steviol glycosides,complex product: derived from botanical sources,14,QU14A,part of,,Dulcoside A,,64432-06-0,"1-O-{(5beta,8alpha,9beta,10alpha,13alpha)-13-[(6-deoxy-2-O-beta-D-glucopyranosyl-beta-D-mannopyranosyl)oxy]-18-oxokaur-16-en-18-yl}-beta-D-glucopyranose",14227,RF-00000005-ADD,Dulcoside A,C38 H60 O17,O[C@H]1[C@@H]([C@@H](CO)O[C@]([H])([C@@H]1O)O[C@H]1[C@H]([C@@H]([C@@H](C)O[C@H]1O[C@]12C(=C)C[C@]3(C1)[C@@]([H])(CC2)[C@@]1(C)[C@]([H])(CC3)[C@@](C(=O)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)(C)CCC1)O)O)O,"InChI=1S/C38H60O17/c1-16-12-37-10-6-20-35(3,8-5-9-36(20,4)34(49)54-32-29(48)26(45)24(43)19(14-40)52-32)21(37)7-11-38(16,15-37)55-33-30(27(46)22(41)17(2)50-33)53-31-28(47)25(44)23(42)18(13-39)51-31/h17-33,39-48H,1,5-15H2,2-4H3/t17-,18-,19-,20+,21+,22-,23-,24-,25+,26+,27+,28-,29-,30+,31+,32+,33+,35-,36-,37-,38+/m1/s1",organic,,,
372091,5725,772,6590,40611,Steviol glycosides,,,"Steviol glycosides used as a sweetener are extracted from the leaves of the plant Stevia rebaudiana Bertoni of the family Asteraceae (Compositae), native to Paraguay. The major steviol glycosides found in the stevia plant tissue are stevioside, rebaudioside A, rebaudioside C, dulcoside A, rubusoside, steviolbioside and rebaudioside B. The composition should be not less than 95 % stevioside, rebaudiosides A, B, C, D, E and F, steviolbioside, rubusoside and dulcoside on the dried basis, and the final product should consist mainly (at least 75 %) of stevioside and/or rebaudioside A.",24865,RF-00010243-PAR,Steviol glycosides,complex product: derived from botanical sources,14,QU14A,part of,,Rubusoside,,,"1-O-[(5beta,9beta,13alpha)-13-(beta-L-glucopyranosyloxy)-19-oxokaur-16-en-19-yl]-beta-D-glucopyranose",14234,RF-00000012-ADD,Rubusoside,C32 H50 O13,[C@@H]1(OC(=O)[C@@]2(C)CCC[C@]3(C)[C@]4([H])CC[C@]5(C(=C)C[C@@]4(C5)CC[C@@]32[H])O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,"InChI=1S/C32H50O13/c1-15-11-31-9-5-18-29(2,7-4-8-30(18,3)28(41)44-26-24(39)22(37)20(35)16(12-33)42-26)19(31)6-10-32(15,14-31)45-27-25(40)23(38)21(36)17(13-34)43-27/h16-27,33-40H,1,4-14H2,2-3H3/t16-,17+,18+,19+,20-,21+,22+,23-,24-,25+,26+,27-,29+,30+,31-,32+/m1/s1",organic,,,
372092,5726,772,6591,40611,Steviol glycosides,,,"Steviol glycosides used as a sweetener are extracted from the leaves of the plant Stevia rebaudiana Bertoni of the family Asteraceae (Compositae), native to Paraguay. The major steviol glycosides found in the stevia plant tissue are stevioside, rebaudioside A, rebaudioside C, dulcoside A, rubusoside, steviolbioside and rebaudioside B. The composition should be not less than 95 % stevioside, rebaudiosides A, B, C, D, E and F, steviolbioside, rubusoside and dulcoside on the dried basis, and the final product should consist mainly (at least 75 %) of stevioside and/or rebaudioside A.",24865,RF-00010243-PAR,Steviol glycosides,complex product: derived from botanical sources,14,QU14A,part of,,Steviolbioside,,41093-60-1,13-[(2-O-beta-D-glucopyranosyl-beta-D-glucopyranosyl)oxy]kaur-16-en-18-oic acid,14236,RF-00000016-ADD,Steviolbioside,C32H50O13,[C@@]234[C@@H]([C@@]1([C@H]([C@@](CCC1)(C(=O)O)C)CC2)C)CC[C@@](C3)(C(C4)=C)O[C@H]6[C@H](O[C@H]5[C@H](O)[C@@H](O)[C@H](O)[C@H](O5)CO)[C@@H](O)[C@H](O)[C@H](O6)CO,"InChI=1S/C32H50O13/c1-15-11-31-9-5-18-29(2,7-4-8-30(18,3)28(40)41)19(31)6-10-32(15,14-31)45-27-25(23(38)21(36)17(13-34)43-27)44-26-24(39)22(37)20(35)16(12-33)42-26/h16-27,33-39H,1,4-14H2,2-3H3,(H,40,41)/t16-,17-,18-,19-,20-,21-,22+,23+,24-,25-,26+,27+,29+,30-,31+,32-/m1/s1",organic,,,
376138,5727,4438,6592,40611,Iron oxides and hydroxides (E 172),,,Iron oxides and hydroxides (E 172) are produced synthetically and consist essentially of anhydrous and/or hydrated iron oxides.,14348,RF-00000162-ADD,Iron oxides and hydroxides,"group, closed",8,QU08A,part of group assessment,,"Ferric oxide, yellow",257-098-5,51274-00-1,iron(III) oxide hydroxide,24551,RF-00009929-PAR,"Ferric oxide, yellow",FeO(OH)_H2O,[Fe+3].[O-2].[OH-],InChI=1S/Fe.H2O.O/h;1H2;/q+3;;-2/p-1,inorganic,,,
376136,5728,4438,6202,40611,Iron oxides and hydroxides (E 172),,,Iron oxides and hydroxides (E 172) are produced synthetically and consist essentially of anhydrous and/or hydrated iron oxides.,14348,RF-00000162-ADD,Iron oxides and hydroxides,"group, closed",8,QU08A,part of group assessment,,Ferric oxide,215-168-2,1309-37-1,diiron(III) trioxide,24549,RF-00009927-PAR,Ferric oxide,Fe2O3,,,inorganic,,,
376137,5729,4438,6204,40611,Iron oxides and hydroxides (E 172),,,Iron oxides and hydroxides (E 172) are produced synthetically and consist essentially of anhydrous and/or hydrated iron oxides.,14348,RF-00000162-ADD,Iron oxides and hydroxides,"group, closed",8,QU08A,part of group assessment,,Ferrosoferric oxide,215-277-5,1317-61-9,Iron oxide,24531,RF-00009909-PAR,Ferrosoferric oxide,,[Fe].O.[Fe].[Fe].O.O.O,InChI=1S/3Fe.4O/q+2;2*+3;4*-2,inorganic,,,
376139,5730,4439,6593,40611,Beetroot red (E 162),231-628-5,7659-95-2,"Beetroot red (E 162) is obtained from the roots of strains of red beets (Beta vulgaris L. var. ruba) by pressing crushed beet as pressed juice or by aqueous extraction of shredded beetroots and subsequent enrichment in the active principle. Beetroot red (E 162) contains a number of pigments, belonging to the general class of the betalain. The main colouring principle consists of betacyanins (red), of which betanin accounts for 75-95%. Minor amounts of betaxanthin (yellow) and degradation products of betalains (light brown) may be present.",14266,RF-00000050-ADD,"Beetroot Red, betanin",complex product: derived from botanical sources,14,QU14A,part of,,Betanin,231-628-5,7659-95-2,"(2S)-1-[(2E)-2-[(2S)-2,6-dicarboxy-2,3-dihydro-1H-pyridin-4-ylidene]ethylidene]-6-hydroxy-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydroindol-1-ium-2-carboxylate",14266,RF-00000050-ADD,"Beetroot Red, betanin",C24H26N2O13,[C@H]4(OC3=CC1=C(N([C@@H](C1)C([O-])=O)C=CC2=CC(=[NH+][C@@H](C2)C(=O)O)C(=O)O)C=C3O)[C@@H]([C@@H](O)[C@@H]([C@H](O4)CO)O)O,"InChI=1S/C24H26N2O13/c27-8-17-18(29)19(30)20(31)24(39-17)38-16-6-10-5-14(23(36)37)26(13(10)7-15(16)28)2-1-9-3-11(21(32)33)25-12(4-9)22(34)35/h1-3,6-7,12,14,17-20,24,27-31H,4-5,8H2,(H,32,33)(H,34,35)(H,36,37)/t12-,14-,17+,18+,19-,20+,24+/m0/s1",organic,,,
376140,5731,4440,6594,40611,Dimethyl dicarbonate,224-859-8,4525-33-1,,14309,RF-00000111-ADD,Dimethyl dicarbonate,single chemical entity,7,QU07A,as such,,Dimethyl dicarbonate,224-859-8,4525-33-1,methoxycarbonyl methyl carbonate,14309,RF-00000111-ADD,Dimethyl dicarbonate,C4H6O5,COC(OC(OC)=O)=O,InChI=1S/C4H6O5/c1-7-3(5)9-4(6)8-2/h1-2H3,organic,,,
371623,5732,383,701,40611,Paprika extract,,,"Paprika extract (capsanthin, capsorubin, known also under the synonym of paprika oleoresin), E 160c, is obtained by solvent extraction of the natural strains of paprika (Capsicum annuum L), which consists of the ground fruit pods, with or without seeds, and contains the major colouring principles of this substance (capsanthin and capsorubin). A wide variety of other coloured compounds is known to be present. Paprika extract should not contain less than 7.0% of total carotenoids. The content of capsanthin/capsorubin should not be less than 30% of total carotenoids and capsaicin not more than 250 mg kg-1.",24123,RF-00009502-PAR,Paprika extract,complex product: derived from botanical sources,14,QU14A,part of,,Capsanthin,207-364-1,465-42-9,"(2E,4E,6E,8E,10E,12E,14E,16E,18E)-19-[(4R)-4-hydroxy-2,6,6-trimethylcyclohexen-1-yl]-1-[(1R,4S)-4-hydroxy-1,2,2-trimethylcyclopentyl]-4,8,13,17-tetramethylnonadeca-2,4,6,8,10,12,14,16,18-nonaen-1-one",13741,RF-00000041-NTR,capsanthin,C40H56O3,CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC(=O)C2(CC(CC2(C)C)O)C)C)C,"InChI=1S/C40H56O3/c1-29(17-13-19-31(3)21-23-36-33(5)25-34(41)26-38(36,6)7)15-11-12-16-30(2)18-14-20-32(4)22-24-37(43)40(10)28-35(42)27-39(40,8)9/h11-24,34-35,41-42H,25-28H2,1-10H3/b12-11+,17-13+,18-14+,23-21+,24-22+,29-15+,30-16+,31-19+,32-20+/t34-,35+,40+/m1/s1",organic,,,
